"fecha","horizonte","expectativa","v_i"
2024-10-01,"Año siguiente",4,3.15829019338161
2024-10-01,"24 meses",4,3.15829019338161
2024-11-01,"Año actual",3.4,3.17973060836472
2024-11-01,"12 meses",3.93,3.17973060836472
2024-11-01,"Año siguiente",4,3.17973060836472
2024-11-01,"24 meses",4,3.17973060836472
2024-12-01,"Año actual",3.3,3.3484969949386
2024-12-01,"12 meses",3.81,3.3484969949386
2024-12-01,"Año siguiente",3.81,3.3484969949386
2024-12-01,"24 meses",4,3.3484969949386
2025-01-01,"Año actual",4,3.32399850054654
2025-01-01,"12 meses",4,3.32399850054654
2025-01-01,"Año siguiente",4,3.32399850054654
2025-01-01,"24 meses",4,3.32399850054654
2025-02-01,"Año actual",4,3.56411680748041
2025-02-01,"12 meses",4,3.56411680748041
2025-02-01,"Año siguiente",4,3.56411680748041
2025-02-01,"24 meses",4,3.56411680748041
2025-03-01,"Año actual",4,3.58076389629787
2025-03-01,"12 meses",4,3.58076389629787
2025-03-01,"Año siguiente",4,3.58076389629787
2025-03-01,"24 meses",4,3.58076389629787
